	domain	ligand
1043	TNFR_c6	rna
1044	TNFR_c6	rnabase
1045	TNFR_c6	rnabackbone
1046	TNFR_c6	peptide
1047	TNFR_c6	metabolite
1048	TPR_10	dna
1049	TPR_10	dnabase
1050	TPR_10	dnabackbone
1051	TPR_10	rna
1052	TPR_10	rnabase
1053	TPR_10	rnabackbone
1054	TPR_10	ion
1055	TPR_10	metabolite
1056	TPR_11	dna
1057	TPR_11	dnabase
1058	TPR_11	dnabackbone
1059	TPR_11	rna
1060	TPR_11	rnabase
1061	TPR_11	rnabackbone
1062	TPR_11	metabolite
1063	TPR_12	dna
1064	TPR_12	dnabase
1065	TPR_12	dnabackbone
1066	TPR_12	rna
1067	TPR_12	rnabase
1068	TPR_12	rnabackbone
1069	TPR_12	ion
1070	TPR_12	metabolite
1071	TPR_14	dna
1072	TPR_14	dnabase
1073	TPR_14	dnabackbone
1074	TPR_14	rna
1075	TPR_14	rnabase
1076	TPR_14	rnabackbone
1077	TPR_14	ion
1078	TPR_14	metabolite
1079	TPR_17	dna
1080	TPR_17	dnabase
1081	TPR_17	dnabackbone
1082	TPR_17	rna
1083	TPR_17	rnabase
1084	TPR_17	rnabackbone
1085	TPR_17	ion
1086	TPR_17	metabolite
1087	TPR_19	dna
1088	TPR_19	dnabase
1089	TPR_19	dnabackbone
1090	TPR_19	rna
1091	TPR_19	rnabase
1092	TPR_19	rnabackbone
1093	TPR_19	metabolite
1094	TPR_1	dna
1095	TPR_1	dnabase
1096	TPR_1	dnabackbone
1097	TPR_1	rna
1098	TPR_1	rnabase
1099	TPR_1	rnabackbone
1100	TPR_1	ion
1101	TPR_1	metabolite
1102	TPR_2	dna
1103	TPR_2	dnabase
1104	TPR_2	dnabackbone
1105	TPR_2	rna
1106	TPR_2	rnabase
1107	TPR_2	rnabackbone
1108	TPR_2	metabolite
1109	TPR_7	dna
1110	TPR_7	dnabase
1111	TPR_7	dnabackbone
1112	TPR_7	rna
1113	TPR_7	rnabase
1114	TPR_7	rnabackbone
1115	TPR_7	ion
1116	TPR_7	metabolite
1117	TPR_8	dna
1118	TPR_8	dnabase
1119	TPR_8	dnabackbone
1120	TPR_8	rna
1121	TPR_8	rnabase
1122	TPR_8	rnabackbone
1123	TPR_8	ion
1124	TPR_8	metabolite
1125	TSP_1	dna
1126	TSP_1	dnabase
1127	TSP_1	dnabackbone
1128	TSP_1	rna
1129	TSP_1	rnabase
1130	TSP_1	rnabackbone
1131	TSP_1	peptide
1132	TSP_1	ion
1133	TSP_3	dna
1134	TSP_3	dnabase
1135	TSP_3	dnabackbone
1136	TSP_3	rna
1137	TSP_3	rnabase
1138	TSP_3	rnabackbone
1139	TSP_3	peptide
1140	TSP_3	metabolite
1141	UPAR_LY6	dna
1142	UPAR_LY6	dnabase
1143	UPAR_LY6	dnabackbone
1144	UPAR_LY6	rna
1145	UPAR_LY6	rnabase
1146	UPAR_LY6	rnabackbone
1147	UPAR_LY6	ion
1148	VCBS	dna
1149	VCBS	dnabase
1150	VCBS	dnabackbone
1151	VCBS	rna
1152	VCBS	rnabase
1153	VCBS	rnabackbone
1154	VCBS	peptide
1155	WD40	dna
1156	WD40	dnabase
1157	WD40	dnabackbone
1158	WD40	ion
1159	WD40	metabolite
1160	WW	dna
1161	WW	dnabase
1162	WW	dnabackbone
1163	WW	rna
1164	WW	rnabase
1165	WW	rnabackbone
1166	WW	ion
1167	WW	metabolite
1168	bZIP_1	rna
1169	bZIP_1	rnabase
1170	bZIP_1	rnabackbone
1171	bZIP_1	peptide
1172	bZIP_1	ion
1173	bZIP_1	metabolite
1174	bZIP_2	rna
1175	bZIP_2	rnabase
1176	bZIP_2	rnabackbone
1177	bZIP_2	peptide
1178	bZIP_2	ion
1179	bZIP_2	metabolite
1180	bZIP_Maf	rna
1181	bZIP_Maf	rnabase
1182	bZIP_Maf	rnabackbone
1183	bZIP_Maf	peptide
1184	bZIP_Maf	ion
1185	bZIP_Maf	metabolite
1186	cEGF	dna
1187	cEGF	dnabase
1188	cEGF	dnabackbone
1189	cEGF	rna
1190	cEGF	rnabase
1191	cEGF	rnabackbone
1192	cEGF	peptide
1193	cEGF	metabolite
1194	cNMP_binding	dnabase
1195	cNMP_binding	rna
1196	cNMP_binding	rnabase
1197	cNMP_binding	rnabackbone
1198	cNMP_binding	peptide
1199	dsrm	dna
1200	dsrm	dnabase
1201	dsrm	dnabackbone
1202	dsrm	peptide
1203	dsrm	ion
1204	dsrm	metabolite
1205	fn1	dna
1206	fn1	dnabase
1207	fn1	dnabackbone
1208	fn1	rna
1209	fn1	rnabase
1210	fn1	rnabackbone
1211	fn1	ion
1212	fn1	metabolite
1213	fn2	dna
1214	fn2	dnabase
1215	fn2	dnabackbone
1216	fn2	rna
1217	fn2	rnabase
1218	fn2	rnabackbone
1219	fn2	ion
1220	fn2	metabolite
1221	fn3	dna
1222	fn3	dnabase
1223	fn3	dnabackbone
1224	fn3	rna
1225	fn3	rnabase
1226	fn3	rnabackbone
1227	fn3	ion
1228	fn3	metabolite
1229	hEGF	dna
1230	hEGF	dnabase
1231	hEGF	dnabackbone
1232	hEGF	rna
1233	hEGF	rnabase
1234	hEGF	rnabackbone
1235	hEGF	peptide
1236	hEGF	ion
1237	hEGF	metabolite
1238	hEGF	max
1239	ig	rna
1240	ig	rnabase
1241	ig	rnabackbone
1242	ig	ion
1243	ubiquitin	dna
1244	ubiquitin	dnabase
1245	ubiquitin	dnabackbone
1246	ubiquitin	rna
1247	ubiquitin	rnabase
1248	ubiquitin	rnabackbone
1249	ubiquitin	metabolite
1250	zf-A20	dna
1251	zf-A20	dnabase
1252	zf-A20	dnabackbone
1253	zf-A20	rna
1254	zf-A20	rnabase
1255	zf-A20	rnabackbone
1256	zf-A20	peptide
1257	zf-A20	metabolite
1258	zf-AN1	dna
1259	zf-AN1	dnabase
1260	zf-AN1	dnabackbone
1261	zf-AN1	rna
1262	zf-AN1	rnabase
1263	zf-AN1	rnabackbone
1264	zf-AN1	peptide
1265	zf-AN1	metabolite
1266	zf-B_box	dna
1267	zf-B_box	dnabase
1268	zf-B_box	dnabackbone
1269	zf-B_box	rna
1270	zf-B_box	rnabase
1271	zf-B_box	rnabackbone
1272	zf-B_box	peptide
1273	zf-B_box	metabolite
1274	zf-C2H2	rna
1275	zf-C2H2	rnabase
1276	zf-C2H2	rnabackbone
1277	zf-C2H2	peptide
1278	zf-C2H2	metabolite
1279	zf-C2H2_4	rna
1280	zf-C2H2_4	rnabase
1281	zf-C2H2_4	rnabackbone
1282	zf-C2H2_4	peptide
1283	zf-C2H2_4	metabolite
1284	zf-C2H2_6	dna
1285	zf-C2H2_6	dnabase
1286	zf-C2H2_6	dnabackbone
1287	zf-C2H2_6	rna
1288	zf-C2H2_6	rnabase
1289	zf-C2H2_6	rnabackbone
1290	zf-C2H2_6	peptide
1291	zf-C2H2_6	metabolite
1292	zf-C3HC4	dna
1293	zf-C3HC4	dnabase
1294	zf-C3HC4	dnabackbone
1295	zf-C3HC4	rna
1296	zf-C3HC4	rnabase
1297	zf-C3HC4	rnabackbone
1298	zf-C3HC4	peptide
1299	zf-C3HC4	metabolite
1300	zf-C3HC4_2	dna
1301	zf-C3HC4_2	dnabase
1302	zf-C3HC4_2	dnabackbone
1303	zf-C3HC4_2	rna
1304	zf-C3HC4_2	rnabase
1305	zf-C3HC4_2	rnabackbone
1306	zf-C3HC4_2	peptide
1307	zf-C3HC4_2	metabolite
1308	zf-C3HC4_3	dna
1309	zf-C3HC4_3	dnabase
1310	zf-C3HC4_3	dnabackbone
1311	zf-C3HC4_3	rna
1312	zf-C3HC4_3	rnabase
1313	zf-C3HC4_3	rnabackbone
1314	zf-C3HC4_3	peptide
1315	zf-C3HC4_3	metabolite
1316	zf-C3HC4_4	dna
1317	zf-C3HC4_4	dnabase
1318	zf-C3HC4_4	dnabackbone
1319	zf-C3HC4_4	rna
1320	zf-C3HC4_4	rnabase
1321	zf-C3HC4_4	rnabackbone
1322	zf-C3HC4_4	peptide
1323	zf-C3HC4_4	metabolite
1324	zf-C4	rna
1325	zf-C4	rnabase
1326	zf-C4	rnabackbone
1327	zf-C4	peptide
1328	zf-C4	metabolite
1329	zf-CCCH	dna
1330	zf-CCCH	dnabase
1331	zf-CCCH	dnabackbone
1332	zf-CCCH	peptide
1333	zf-CCCH	metabolite
1334	zf-CXXC	rna
1335	zf-CXXC	rnabase
1336	zf-CXXC	rnabackbone
1337	zf-CXXC	peptide
1338	zf-CXXC	metabolite
1339	zf-H2C2_2	rna
1340	zf-H2C2_2	rnabase
1341	zf-H2C2_2	rnabackbone
1342	zf-H2C2_2	peptide
1343	zf-H2C2_5	dna
1344	zf-H2C2_5	dnabase
1345	zf-H2C2_5	dnabackbone
1346	zf-H2C2_5	rna
1347	zf-H2C2_5	rnabase
1348	zf-H2C2_5	rnabackbone
1349	zf-H2C2_5	peptide
1350	zf-H2C2_5	metabolite
1351	zf-MYND	dna
1352	zf-MYND	dnabase
1353	zf-MYND	dnabackbone
1354	zf-MYND	rna
1355	zf-MYND	rnabase
1356	zf-MYND	rnabackbone
1357	zf-MYND	peptide
1358	zf-MYND	metabolite
1359	zf-RING_11	dna
1360	zf-RING_11	dnabase
1361	zf-RING_11	dnabackbone
1362	zf-RING_11	rna
1363	zf-RING_11	rnabase
1364	zf-RING_11	rnabackbone
1365	zf-RING_11	peptide
1366	zf-RING_11	metabolite
1367	zf-RING_2	dna
1368	zf-RING_2	dnabase
1369	zf-RING_2	dnabackbone
1370	zf-RING_2	rna
1371	zf-RING_2	rnabase
1372	zf-RING_2	rnabackbone
1373	zf-RING_2	peptide
1374	zf-RING_2	metabolite
1375	zf-RING_5	dna
1376	zf-RING_5	dnabase
1377	zf-RING_5	dnabackbone
1378	zf-RING_5	rna
1379	zf-RING_5	rnabase
1380	zf-RING_5	rnabackbone
1381	zf-RING_5	peptide
1382	zf-RING_5	metabolite
1383	zf-RING_UBOX	dna
1384	zf-RING_UBOX	dnabase
1385	zf-RING_UBOX	dnabackbone
1386	zf-RING_UBOX	rna
1387	zf-RING_UBOX	rnabase
1388	zf-RING_UBOX	rnabackbone
1389	zf-RING_UBOX	peptide
1390	zf-RING_UBOX	metabolite
1391	zf-RanBP	dna
1392	zf-RanBP	dnabase
1393	zf-RanBP	dnabackbone
1394	zf-RanBP	rna
1395	zf-RanBP	rnabase
1396	zf-RanBP	rnabackbone
1397	zf-RanBP	peptide
1398	zf-RanBP	metabolite
1399	zf-UBP	dna
1400	zf-UBP	dnabase
1401	zf-UBP	dnabackbone
1402	zf-UBP	rna
1403	zf-UBP	rnabase
1404	zf-UBP	rnabackbone
1405	zf-UBP	metabolite
1406	zf-met	dna
1407	zf-met	dnabase
1408	zf-met	dnabackbone
1409	zf-met	rna
1410	zf-met	rnabase
1411	zf-met	rnabackbone
1412	zf-met	peptide
1413	zf-met	metabolite
1414	zf-rbx1	dna
1415	zf-rbx1	dnabase
1416	zf-rbx1	dnabackbone
1417	zf-rbx1	rna
1418	zf-rbx1	rnabase
1419	zf-rbx1	rnabackbone
1420	zf-rbx1	peptide
1421	zf-rbx1	metabolite
1422	2OG-FeII_Oxy_3	dna
1423	2OG-FeII_Oxy_3	dnabase
1424	2OG-FeII_Oxy_3	dnabackbone
1425	2OG-FeII_Oxy_3	rna
1426	2OG-FeII_Oxy_3	rnabase
1427	2OG-FeII_Oxy_3	rnabackbone
1428	2OG-FeII_Oxy_3	peptide
1429	2OG-FeII_Oxy_3	metabolite
1430	A2M_N_2	dna
1431	A2M_N_2	dnabase
1432	A2M_N_2	dnabackbone
1433	A2M_N_2	rna
1434	A2M_N_2	rnabase
1435	A2M_N_2	rnabackbone
1436	A2M_N_2	peptide
1437	A2M_N_2	metabolite
1438	AAA	dnabase
1439	AAA	rna
1440	AAA	rnabase
1441	AAA	rnabackbone
1442	AAA	peptide
1443	AAA_12	dna
1444	AAA_12	dnabase
1445	AAA_12	dnabackbone
1446	AAA_12	rna
1447	AAA_12	rnabase
1448	AAA_12	rnabackbone
1449	AAA_12	peptide
1450	AAA_17	dna
1451	AAA_17	dnabase
1452	AAA_17	dnabackbone
1453	AAA_17	peptide
1454	AAA_18	dna
1455	AAA_18	dnabase
1456	AAA_18	dnabackbone
1457	AAA_18	peptide
1458	AAA_33	peptide
1459	AAA_5	dna
1460	AAA_5	dnabase
1461	AAA_5	dnabackbone
1462	AAA_5	rna
1463	AAA_5	rnabase
1464	AAA_5	rnabackbone
1465	AAA_5	peptide
1466	ABC_tran	dna
1467	ABC_tran	dnabase
1468	ABC_tran	dnabackbone
1469	ABC_tran	rna
1470	ABC_tran	rnabase
1471	ABC_tran	rnabackbone
1472	ABC_tran	peptide
1473	ADAM_CR	dna
1474	ADAM_CR	dnabase
1475	ADAM_CR	dnabackbone
1476	ADAM_CR	rna
1477	ADAM_CR	rnabase
1478	ADAM_CR	rnabackbone
1479	ADAM_CR	peptide
1480	ADAM_CR	ion
1481	ADAM_CR	metabolite
1482	ADAM_CR	max
1483	ADH_N	dna
1484	ADH_N	dnabase
1485	ADH_N	dnabackbone
1486	ADH_N	rna
1487	ADH_N	rnabase
1488	ADH_N	rnabackbone
1489	ADH_N	peptide
1490	ADH_zinc_N	dna
1491	ADH_zinc_N	dnabase
1492	ADH_zinc_N	dnabackbone
1493	ADH_zinc_N	rna
1494	ADH_zinc_N	rnabase
1495	ADH_zinc_N	rnabackbone
1496	ADH_zinc_N	peptide
1497	ADH_zinc_N	ion
1498	ADK	dna
1499	ADK	dnabase
1500	ADK	dnabackbone
1501	ADK	rna
1502	ADK	rnabase
1503	ADK	rnabackbone
1504	ADK	peptide
1505	AMP-binding_C	dna
1506	AMP-binding_C	dnabase
1507	AMP-binding_C	dnabackbone
1508	AMP-binding_C	rna
1509	AMP-binding_C	rnabase
1510	AMP-binding_C	rnabackbone
1511	AMP-binding_C	peptide
1512	AMP-binding_C	ion
1513	ANAPC3	dna
1514	ANAPC3	dnabase
1515	ANAPC3	dnabackbone
1516	ANAPC3	rna
1517	ANAPC3	rnabase
1518	ANAPC3	rnabackbone
1519	ANAPC3	ion
1520	ANAPC3	metabolite
1521	APOBEC_C	dna
1522	APOBEC_C	dnabase
1523	APOBEC_C	dnabackbone
1524	APOBEC_C	rna
1525	APOBEC_C	rnabase
1526	APOBEC_C	rnabackbone
1527	APOBEC_C	peptide
1528	APOBEC_C	ion
1529	APOBEC_C	metabolite
1530	APOBEC_C	max
1531	APOBEC_N	dna
1532	APOBEC_N	dnabase
1533	APOBEC_N	dnabackbone
1534	APOBEC_N	rna
1535	APOBEC_N	rnabase
1536	APOBEC_N	rnabackbone
1537	APOBEC_N	peptide
1538	APOBEC_N	metabolite
1539	Acetyltransf_1	dna
1540	Acetyltransf_1	dnabase
1541	Acetyltransf_1	dnabackbone
1542	Acetyltransf_1	rna
1543	Acetyltransf_1	rnabase
1544	Acetyltransf_1	rnabackbone
1545	Acyl-CoA_dh_1	dna
1546	Acyl-CoA_dh_1	dnabase
1547	Acyl-CoA_dh_1	dnabackbone
1548	Acyl-CoA_dh_1	rna
1549	Acyl-CoA_dh_1	rnabase
1550	Acyl-CoA_dh_1	rnabackbone
1551	Acyl-CoA_dh_1	peptide
1552	Acyl-CoA_dh_1	metabolite
1553	Acyl-CoA_dh_2	dna
1554	Acyl-CoA_dh_2	dnabase
1555	Acyl-CoA_dh_2	dnabackbone
1556	Acyl-CoA_dh_2	rna
1557	Acyl-CoA_dh_2	rnabase
1558	Acyl-CoA_dh_2	rnabackbone
1559	Acyl-CoA_dh_2	peptide
1560	Acyl-CoA_dh_2	metabolite
1561	Acyl-CoA_dh_M	dna
1562	Acyl-CoA_dh_M	dnabase
1563	Acyl-CoA_dh_M	dnabackbone
1564	Acyl-CoA_dh_M	rna
1565	Acyl-CoA_dh_M	rnabase
1566	Acyl-CoA_dh_M	rnabackbone
1567	Acyl-CoA_dh_M	peptide
1568	Acyl-CoA_dh_M	metabolite
1569	Acyl-CoA_dh_N	dna
1570	Acyl-CoA_dh_N	dnabase
1571	Acyl-CoA_dh_N	dnabackbone
1572	Acyl-CoA_dh_N	rna
1573	Acyl-CoA_dh_N	rnabase
1574	Acyl-CoA_dh_N	rnabackbone
1575	Acyl-CoA_dh_N	peptide
1576	Acyl-CoA_dh_N	metabolite
1577	Ank_4	ion
1578	Annexin	dna
1579	Annexin	dnabase
1580	Annexin	dnabackbone
1581	Annexin	rna
1582	Annexin	rnabase
1583	Annexin	rnabackbone
1584	Annexin	metabolite
1585	Anticodon_1	dna
1586	Anticodon_1	dnabase
1587	Anticodon_1	dnabackbone
1588	Anticodon_1	peptide
1589	Anticodon_1	metabolite
1590	ArfGap	dna
1591	ArfGap	dnabase
1592	ArfGap	dnabackbone
1593	ArfGap	rna
1594	ArfGap	rnabase
1595	ArfGap	rnabackbone
1596	ArfGap	peptide
1597	ArfGap	metabolite
1598	Arf	dna
1599	Arf	dnabase
1600	Arf	dnabackbone
1601	Arf	rna
1602	Arf	rnabase
1603	Arf	rnabackbone
1604	Arf	metabolite
1605	Arm	dna
1606	Arm	dnabase
1607	Arm	dnabackbone
1608	Arm	rna
1609	Arm	rnabase
1610	Arm	rnabackbone
1611	Arrestin_N	dna
1612	Arrestin_N	dnabase
1613	Arrestin_N	dnabackbone
1614	Arrestin_N	rna
1615	Arrestin_N	rnabase
1616	Arrestin_N	rnabackbone
1617	Arrestin_N	peptide
1618	Arrestin_N	metabolite
1619	BAH	dnabase
1620	BAH	rna
1621	BAH	rnabase
1622	BAH	rnabackbone
1623	BAH	metabolite
1624	BEN	rna
1625	BEN	rnabase
1626	BEN	rnabackbone
1627	BEN	peptide
1628	BEN	ion
1629	BEN	metabolite
1630	BIR	dna
1631	BIR	dnabase
1632	BIR	dnabackbone
1633	BIR	rna
1634	BIR	rnabase
1635	BIR	rnabackbone
1636	BIR	metabolite
1637	BRCT	dna
1638	BRCT	dnabase
1639	BRCT	dnabackbone
1640	BRCT	rna
1641	BRCT	rnabase
1642	BRCT	rnabackbone
1643	BRCT	ion
1644	BRCT	metabolite
1645	BTB	dna
1646	BTB	dnabase
1647	BTB	dnabackbone
1648	BTB	rna
1649	BTB	rnabase
1650	BTB	rnabackbone
1651	BTB	ion
1652	BTB	metabolite
1653	BTB_2	dna
1654	BTB_2	dnabase
1655	BTB_2	dnabackbone
1656	BTB_2	rna
1657	BTB_2	rnabase
1658	BTB_2	rnabackbone
1659	BTB_2	peptide
1660	BTB_2	metabolite
1661	Bcl-2	dna
1662	Bcl-2	dnabase
1663	Bcl-2	dnabackbone
1664	Bcl-2	rna
1665	Bcl-2	rnabase
1666	Bcl-2	rnabackbone
1667	Bcl-2	metabolite
1668	Beta_helix	dna
1669	Beta_helix	dnabase
1670	Beta_helix	dnabackbone
1671	Beta_helix	rna
1672	Beta_helix	rnabase
1673	Beta_helix	rnabackbone
1674	Beta_helix	peptide
1675	Bromodomain	dna
1676	Bromodomain	dnabase
1677	Bromodomain	dnabackbone
1678	Bromodomain	rna
1679	Bromodomain	rnabase
1680	Bromodomain	rnabackbone
1681	C1-set	dna
1682	C1-set	dnabase
1683	C1-set	dnabackbone
1684	C1-set	rna
1685	C1-set	rnabase
1686	C1-set	rnabackbone
1687	C1-set	peptide
1688	C1_1	dna
1689	C1_1	dnabase
1690	C1_1	dnabackbone
1691	C1_1	rna
1692	C1_1	rnabase
1693	C1_1	rnabackbone
1694	C1_1	peptide
1695	C1_1	metabolite
1696	C1q	dna
1697	C1q	dnabase
1698	C1q	dnabackbone
1699	C1q	rna
1700	C1q	rnabase
1701	C1q	rnabackbone
1702	C1q	peptide
1703	C1q	metabolite
1704	C2-set_2	rna
1705	C2-set_2	rnabase
1706	C2-set_2	rnabackbone
1707	C2	dna
1708	C2	dnabase
1709	C2	dnabackbone
1710	C2	rna
1711	C2	rnabase
1712	C2	rnabackbone
1713	C2	peptide
1714	CAP	dna
1715	CAP	dnabase
1716	CAP	dnabackbone
1717	CAP	rna
1718	CAP	rnabase
1719	CAP	rnabackbone
1720	CAP	peptide
1721	CAP	metabolite
1722	CAP_GLY	dna
1723	CAP_GLY	dnabase
1724	CAP_GLY	dnabackbone
1725	CAP_GLY	rna
1726	CAP_GLY	rnabase
1727	CAP_GLY	rnabackbone
1728	CAP_GLY	ion
1729	CAP_GLY	metabolite
1730	CBFD_NFYB_HMF	dnabase
1731	CBFD_NFYB_HMF	rna
1732	CBFD_NFYB_HMF	rnabase
1733	CBFD_NFYB_HMF	rnabackbone
1734	CBFD_NFYB_HMF	metabolite
1735	CBS	dna
1736	CBS	dnabase
1737	CBS	dnabackbone
1738	CBS	rna
1739	CBS	rnabase
1740	CBS	rnabackbone
1741	CBS	peptide
1742	CH	dna
1743	CH	dnabase
1744	CH	dnabackbone
1745	CH	rna
1746	CH	rnabase
1747	CH	rnabackbone
1748	CH	metabolite
1749	CRAL_TRIO	dna
1750	CRAL_TRIO	dnabase
1751	CRAL_TRIO	dnabackbone
1752	CRAL_TRIO	rna
1753	CRAL_TRIO	rnabase
1754	CRAL_TRIO	rnabackbone
1755	CRAL_TRIO	peptide
1756	CRAL_TRIO	ion
1757	CSD	peptide
1758	CSD	metabolite
1759	CUB	dna
1760	CUB	dnabase
1761	CUB	dnabackbone
1762	CUB	rna
1763	CUB	rnabase
1764	CUB	rnabackbone
1765	CUB	peptide
1766	CUB	metabolite
1767	Cadherin	dna
1768	Cadherin	dnabase
1769	Cadherin	dnabackbone
1770	Cadherin	rna
1771	Cadherin	rnabase
1772	Cadherin	rnabackbone
1773	Cadherin	peptide
1774	Cadherin_2	dna
1775	Cadherin_2	dnabase
1776	Cadherin_2	dnabackbone
1777	Cadherin_2	rna
1778	Cadherin_2	rnabase
1779	Cadherin_2	rnabackbone
1780	Cadherin_2	peptide
1781	Cadherin_2	metabolite
1782	Calx-beta	dna
1783	Calx-beta	dnabase
1784	Calx-beta	dnabackbone
1785	Calx-beta	rna
1786	Calx-beta	rnabase
1787	Calx-beta	rnabackbone
1788	Calx-beta	peptide
1789	Calx-beta	metabolite
1790	Cation_ATPase	dna
1791	Cation_ATPase	dnabase
1792	Cation_ATPase	dnabackbone
1793	Cation_ATPase	rna
1794	Cation_ATPase	rnabase
1795	Cation_ATPase	rnabackbone
1796	Cation_ATPase	peptide
1797	Cation_ATPase	ion
1798	Cation_ATPase_C	dna
1799	Cation_ATPase_C	dnabase
1800	Cation_ATPase_C	dnabackbone
1801	Cation_ATPase_C	rna
1802	Cation_ATPase_C	rnabase
1803	Cation_ATPase_C	rnabackbone
1804	Cation_ATPase_C	peptide
1805	Chromo	dna
1806	Chromo	dnabase
1807	Chromo	dnabackbone
1808	Chromo	rna
1809	Chromo	rnabase
1810	Chromo	rnabackbone
1811	Chromo	ion
1812	Chromo	metabolite
1813	Clat_adaptor_s	dna
1814	Clat_adaptor_s	dnabase
1815	Clat_adaptor_s	dnabackbone
1816	Clat_adaptor_s	rna
1817	Clat_adaptor_s	rnabase
1818	Clat_adaptor_s	rnabackbone
1819	Clat_adaptor_s	ion
1820	Clat_adaptor_s	metabolite
1821	Crystall	dna
1822	Crystall	dnabase
1823	Crystall	dnabackbone
1824	Crystall	rna
1825	Crystall	rnabase
1826	Crystall	rnabackbone
1827	Crystall	peptide
1828	Crystall	metabolite
1829	Cyclin_C	dna
1830	Cyclin_C	dnabase
1831	Cyclin_C	dnabackbone
1832	Cyclin_C	rna
1833	Cyclin_C	rnabase
1834	Cyclin_C	rnabackbone
1835	Cyclin_C	peptide
1836	Cyclin_C	ion
1837	Cyclin_C	metabolite
1838	Cyclin_C	max
1839	Cyclin_N	dna
1840	Cyclin_N	dnabase
1841	Cyclin_N	dnabackbone
1842	Cyclin_N	rna
1843	Cyclin_N	rnabase
1844	Cyclin_N	rnabackbone
1845	Cyclin_N	metabolite
1846	Cyt-b5	dna
1847	Cyt-b5	dnabase
1848	Cyt-b5	dnabackbone
1849	Cyt-b5	rna
1850	Cyt-b5	rnabase
1851	Cyt-b5	rnabackbone
1852	Cyt-b5	peptide
1853	Cyt-b5	metabolite
1854	DAGK_cat	dna
1855	DAGK_cat	dnabase
1856	DAGK_cat	dnabackbone
1857	DAGK_cat	rna
1858	DAGK_cat	rnabase
1859	DAGK_cat	rnabackbone
1860	DAGK_cat	peptide
1861	DSPc	dna
1862	DSPc	dnabase
1863	DSPc	dnabackbone
1864	DSPc	rna
1865	DSPc	rnabase
1866	DSPc	rnabackbone
1867	DSPc	peptide
1868	DUF1986	dna
1869	DUF1986	dnabase
1870	DUF1986	dnabackbone
1871	DUF1986	rna
1872	DUF1986	rnabase
1873	DUF1986	rnabackbone
1874	DUF1986	metabolite
1875	Disintegrin	dna
1876	Disintegrin	dnabase
1877	Disintegrin	dnabackbone
1878	Disintegrin	rna
1879	Disintegrin	rnabase
1880	Disintegrin	rnabackbone
1881	Disintegrin	peptide
1882	Disintegrin	metabolite
1883	Dynamin_N	dna
1884	Dynamin_N	dnabase
1885	Dynamin_N	dnabackbone
1886	Dynamin_N	rna
1887	Dynamin_N	rnabase
1888	Dynamin_N	rnabackbone
1889	Dynamin_N	peptide
1890	Dynamin_N	metabolite
1891	EF-hand_4	dna
1892	EF-hand_4	dnabase
1893	EF-hand_4	dnabackbone
1894	EF-hand_4	rna
1895	EF-hand_4	rnabase
1896	EF-hand_4	rnabackbone
1897	EF-hand_4	peptide
1898	EF-hand_4	metabolite
1899	EF-hand_7	dna
1900	EF-hand_7	dnabase
1901	EF-hand_7	dnabackbone
1902	EF-hand_7	rna
1903	EF-hand_7	rnabase
1904	EF-hand_7	rnabackbone
1905	EF-hand_8	dna
1906	EF-hand_8	dnabase
1907	EF-hand_8	dnabackbone
1908	EF-hand_8	rna
1909	EF-hand_8	rnabase
1910	EF-hand_8	rnabackbone
1911	EGF_CA	dna
1912	EGF_CA	dnabase
1913	EGF_CA	dnabackbone
1914	EGF_CA	rna
1915	EGF_CA	rnabase
1916	EGF_CA	rnabackbone
1917	EGF_CA	peptide
1918	Ephrin_lbd	dna
1919	Ephrin_lbd	dnabase
1920	Ephrin_lbd	dnabackbone
1921	Ephrin_lbd	rna
1922	Ephrin_lbd	rnabase
1923	Ephrin_lbd	rnabackbone
1924	Ephrin_lbd	ion
1925	Ephrin_lbd	metabolite
1926	Ets	rna
1927	Ets	rnabase
1928	Ets	rnabackbone
1929	Ets	peptide
1930	Ets	ion
1931	Ets	metabolite
1932	Exo_endo_phos	rna
1933	Exo_endo_phos	rnabase
1934	Exo_endo_phos	rnabackbone
1935	Exo_endo_phos	peptide
1936	Exo_endo_phos	metabolite
1937	F420_oxidored	dna
1938	F420_oxidored	dnabase
1939	F420_oxidored	dnabackbone
1940	F420_oxidored	rna
1941	F420_oxidored	rnabase
1942	F420_oxidored	rnabackbone
1943	F420_oxidored	peptide
1944	F420_oxidored	ion
1945	F5_F8_type_C	dna
1946	F5_F8_type_C	dnabase
1947	F5_F8_type_C	dnabackbone
1948	F5_F8_type_C	rna
1949	F5_F8_type_C	rnabase
1950	F5_F8_type_C	rnabackbone
1951	F5_F8_type_C	peptide
1952	FCH	dna
1953	FCH	dnabase
1954	FCH	dnabackbone
1955	FCH	rna
1956	FCH	rnabase
1957	FCH	rnabackbone
1958	FCH	peptide
1959	FCH	metabolite
1960	FERM_C	dna
1961	FERM_C	dnabase
1962	FERM_C	dnabackbone
1963	FERM_C	rna
1964	FERM_C	rnabase
1965	FERM_C	rnabackbone
1966	FERM_C	ion
1967	FERM_C	metabolite
1968	FERM_M	dna
1969	FERM_M	dnabase
1970	FERM_M	dnabackbone
1971	FERM_M	rna
1972	FERM_M	rnabase
1973	FERM_M	rnabackbone
1974	FERM_M	peptide
1975	FERM_M	ion
1976	FERM_M	metabolite
1977	FERM_M	max
1978	FERM_N	dna
